timestamp,sensor_id,location,vehicle_count,average_speed,congestion_level
2026-08-02T12:50:00,T004,Sydney_CBD,43,14.78,High
2026-08-02T12:55:00,T004,Parramatta,17,38.03,Medium
2026-08-02T13:00:00,T002,Chatswood,26,48.02,Low
2026-08-02T13:05:00,T008,Chatswood,72,68.24,Low
2026-08-02T13:10:00,T006,Sydney_CBD,21,27.47,Medium
2026-08-02T13:15:00,T010,Chatswood,47,28.65,Medium
2026-08-02T13:20:00,T003,Sydney_CBD,42,39.32,Medium
2026-08-02T13:25:00,T001,Mascot,82,37.66,Medium
2026-08-02T13:30:00,T001,Mascot,34,19.41,High
2026-08-02T13:35:00,T010,Mascot,147,27.1,Medium
2026-08-02T13:40:00,T004,Central_Station,137,25.46,Medium
2026-08-02T13:45:00,T009,Mascot,94,29.71,Medium
2026-08-02T13:50:00,T005,Sydney_CBD,59,58.52,Low
2026-08-02T13:55:00,T009,Central_Station,125,41.23,Medium
2026-08-02T14:00:00,T002,Central_Station,115,59.04,Low
2026-08-02T14:05:00,T005,Central_Station,50,65.91,Low
2026-08-02T14:10:00,T004,Central_Station,69,22.85,High
2026-08-02T14:15:00,T008,Chatswood,136,24.42,High
2026-08-02T14:20:00,T005,Parramatta,81,53.41,Low
2026-08-02T14:25:00,T008,Central_Station,87,58.98,Low
2026-08-02T14:30:00,T004,Sydney_CBD,103,64.9,Low
2026-08-02T14:35:00,T002,Parramatta,67,62.98,Low
2026-08-02T14:40:00,T009,Central_Station,139,17.15,High
2026-08-02T14:45:00,T009,Parramatta,54,13.9,High
2026-08-02T14:50:00,T003,Chatswood,23,40.03,Medium
2026-08-02T14:55:00,T009,Sydney_CBD,102,54.61,Low
2026-08-02T15:00:00,T001,Mascot,121,43.81,Medium
2026-08-02T15:05:00,T006,Mascot,41,43.86,Medium
2026-08-02T15:10:00,T009,Mascot,134,27.11,Medium
2026-08-02T15:15:00,T009,Parramatta,20,35.37,Medium
2026-08-02T15:20:00,T009,Chatswood,130,65.58,Low
2026-08-02T15:25:00,T003,Central_Station,150,24.2,High
2026-08-02T15:30:00,T001,Parramatta,113,34.89,Medium
2026-08-02T15:35:00,T010,Mascot,128,25.93,Medium
2026-08-02T15:40:00,T007,Sydney_CBD,124,20.13,High
2026-08-02T15:45:00,T001,Central_Station,40,59.5,Low
2026-08-02T15:50:00,T002,Central_Station,75,19.86,High
2026-08-02T15:55:00,T007,Sydney_CBD,55,37.25,Medium
2026-08-02T16:00:00,T004,Sydney_CBD,50,46.89,Low
2026-08-02T16:05:00,T001,Parramatta,24,40.7,Medium
2026-08-02T16:10:00,T004,Parramatta,54,40.11,Medium
2026-08-02T16:15:00,T002,Central_Station,148,52.24,Low
2026-08-02T16:20:00,T006,Central_Station,148,57.19,Low
2026-08-02T16:25:00,T006,Sydney_CBD,31,27.03,Medium
2026-08-02T16:30:00,T001,Central_Station,23,67.69,Low
2026-08-02T16:35:00,T006,Parramatta,37,67.56,Low
2026-08-02T16:40:00,T002,Central_Station,111,51.5,Low
2026-08-02T16:45:00,T007,Chatswood,141,33.57,Medium
2026-08-02T16:50:00,T004,Central_Station,122,41.42,Medium
2026-08-02T16:55:00,T007,Parramatta,67,28.44,Medium
2026-08-02T17:00:00,T001,Central_Station,44,47.45,Low
2026-08-02T17:05:00,T006,Central_Station,86,35.07,Medium
2026-08-02T17:10:00,T007,Central_Station,147,18.79,High
2026-08-02T17:15:00,T001,Parramatta,48,23.29,High
2026-08-02T17:20:00,T006,Sydney_CBD,146,39.47,Medium
2026-08-02T17:25:00,T008,Parramatta,75,25.08,Medium
2026-08-02T17:30:00,T001,Parramatta,102,49.75,Low
2026-08-02T17:35:00,T007,Parramatta,67,41.25,Medium
2026-08-02T17:40:00,T003,Sydney_CBD,10,51.63,Low
2026-08-02T17:45:00,T004,Mascot,139,26.32,Medium
2026-08-02T17:50:00,T001,Parramatta,10,47.71,Low
2026-08-02T17:55:00,T008,Central_Station,40,15.29,High
2026-08-02T18:00:00,T001,Chatswood,70,64.32,Low
2026-08-02T18:05:00,T005,Mascot,103,60.25,Low
2026-08-02T18:10:00,T007,Mascot,73,22.54,High
2026-08-02T18:15:00,T005,Parramatta,119,24.89,High
2026-08-02T18:20:00,T008,Central_Station,96,41.2,Medium
2026-08-02T18:25:00,T005,Chatswood,24,44.91,Medium
2026-08-02T18:30:00,T009,Sydney_CBD,73,47.9,Low
2026-08-02T18:35:00,T010,Sydney_CBD,49,63.05,Low
2026-08-02T18:40:00,T007,Mascot,31,55.84,Low
2026-08-02T18:45:00,T006,Mascot,147,23.09,High
2026-08-02T18:50:00,T004,Mascot,112,26.13,Medium
2026-08-02T18:55:00,T001,Chatswood,30,34.43,Medium
2026-08-02T19:00:00,T002,Mascot,68,33.79,Medium
2026-08-02T19:05:00,T007,Parramatta,150,69.4,Low
2026-08-02T19:10:00,T007,Parramatta,89,16.13,High
2026-08-02T19:15:00,T007,Central_Station,136,32.03,Medium
2026-08-02T19:20:00,T005,Chatswood,102,20.67,High
2026-08-02T19:25:00,T007,Parramatta,37,62.47,Low
2026-08-02T19:30:00,T008,Parramatta,23,67.51,Low
2026-08-02T19:35:00,T002,Mascot,29,39.74,Medium
2026-08-02T19:40:00,T010,Sydney_CBD,99,21.24,High
2026-08-02T19:45:00,T008,Mascot,103,27.09,Medium
2026-08-02T19:50:00,T009,Central_Station,138,58.11,Low
2026-08-02T19:55:00,T003,Sydney_CBD,73,15.26,High
2026-08-02T20:00:00,T008,Sydney_CBD,125,53.04,Low
2026-08-02T20:05:00,T007,Central_Station,54,45.06,Low
2026-08-02T20:10:00,T004,Parramatta,98,42.74,Medium
2026-08-02T20:15:00,T006,Sydney_CBD,82,50.99,Low
2026-08-02T20:20:00,T001,Mascot,85,10.38,High
2026-08-02T20:25:00,T010,Mascot,53,28.07,Medium
2026-08-02T20:30:00,T010,Chatswood,25,20.73,High
2026-08-02T20:35:00,T002,Parramatta,12,58.74,Low
2026-08-02T20:40:00,T010,Sydney_CBD,124,52.61,Low
2026-08-02T20:45:00,T002,Central_Station,100,10.44,High
2026-08-02T20:50:00,T002,Mascot,127,50.43,Low
2026-08-02T20:55:00,T008,Parramatta,127,62.05,Low
2026-08-02T21:00:00,T005,Parramatta,139,61.91,Low
2026-08-02T21:05:00,T002,Parramatta,85,52.17,Low
2026-08-02T21:10:00,T009,Central_Station,52,46.24,Low
2026-08-02T21:15:00,T010,Parramatta,142,55.42,Low
2026-08-02T21:20:00,T006,Chatswood,41,44.14,Medium
2026-08-02T21:25:00,T005,Sydney_CBD,73,26.52,Medium
2026-08-02T21:30:00,T003,Chatswood,78,31.53,Medium
2026-08-02T21:35:00,T007,Chatswood,79,23.59,High
2026-08-02T21:40:00,T005,Central_Station,69,41.79,Medium
2026-08-02T21:45:00,T002,Sydney_CBD,125,69.16,Low
2026-08-02T21:50:00,T001,Chatswood,139,38.34,Medium
2026-08-02T21:55:00,T005,Mascot,117,48.37,Low
2026-08-02T22:00:00,T002,Chatswood,66,55.0,Low
2026-08-02T22:05:00,T010,Parramatta,52,42.72,Medium
2026-08-02T22:10:00,T003,Mascot,144,55.3,Low
2026-08-02T22:15:00,T002,Parramatta,108,52.68,Low
2026-08-02T22:20:00,T007,Central_Station,118,24.35,High
2026-08-02T22:25:00,T006,Parramatta,17,49.94,Low
2026-08-02T22:30:00,T009,Central_Station,125,30.61,Medium
2026-08-02T22:35:00,T004,Mascot,141,51.37,Low
2026-08-02T22:40:00,T003,Sydney_CBD,50,45.32,Low
2026-08-02T22:45:00,T006,Mascot,68,13.82,High
2026-08-02T22:50:00,T004,Central_Station,132,15.07,High
2026-08-02T22:55:00,T010,Sydney_CBD,73,68.19,Low
2026-08-02T23:00:00,T006,Chatswood,43,16.25,High
2026-08-02T23:05:00,T001,Central_Station,118,22.75,High
2026-08-02T23:10:00,T001,Mascot,146,48.97,Low
2026-08-02T23:15:00,T004,Parramatta,115,26.71,Medium
2026-08-02T23:20:00,T003,Mascot,35,55.68,Low
2026-08-02T23:25:00,T009,Mascot,56,45.51,Low
2026-08-02T23:30:00,T002,Parramatta,51,23.76,High
2026-08-02T23:35:00,T006,Mascot,13,44.58,Medium
2026-08-02T23:40:00,T006,Central_Station,24,13.7,High
2026-08-02T23:45:00,T007,Central_Station,108,43.09,Medium
2026-08-02T23:50:00,T005,Parramatta,84,17.4,High
2026-08-02T23:55:00,T006,Sydney_CBD,68,28.48,Medium
2026-08-03T00:00:00,T010,Parramatta,99,58.83,Low
2026-08-03T00:05:00,T003,Mascot,116,66.42,Low
2026-08-03T00:10:00,T010,Mascot,121,37.88,Medium
2026-08-03T00:15:00,T006,Parramatta,77,49.34,Low
2026-08-03T00:20:00,T005,Parramatta,28,63.77,Low
2026-08-03T00:25:00,T006,Mascot,105,12.23,High
2026-08-03T00:30:00,T010,Central_Station,21,45.44,Low
2026-08-03T00:35:00,T001,Parramatta,122,45.3,Low
2026-08-03T00:40:00,T001,Parramatta,33,23.39,High
2026-08-03T00:45:00,T007,Mascot,125,10.98,High
2026-08-03T00:50:00,T005,Mascot,46,54.04,Low
2026-08-03T00:55:00,T002,Central_Station,147,23.27,High
2026-08-03T01:00:00,T004,Parramatta,14,68.28,Low
2026-08-03T01:05:00,T006,Chatswood,80,20.55,High
2026-08-03T01:10:00,T001,Central_Station,92,68.46,Low
2026-08-03T01:15:00,T006,Central_Station,128,68.7,Low
2026-08-03T01:20:00,T003,Parramatta,102,43.14,Medium
2026-08-03T01:25:00,T003,Sydney_CBD,35,69.36,Low
2026-08-03T01:30:00,T010,Sydney_CBD,46,28.91,Medium
2026-08-03T01:35:00,T005,Mascot,37,20.69,High
2026-08-03T01:40:00,T004,Parramatta,79,42.74,Medium
2026-08-03T01:45:00,T002,Parramatta,33,17.23,High
2026-08-03T01:50:00,T009,Parramatta,59,50.04,Low
2026-08-03T01:55:00,T010,Mascot,102,27.43,Medium
2026-08-03T02:00:00,T007,Parramatta,34,22.15,High
2026-08-03T02:05:00,T002,Sydney_CBD,113,69.3,Low
2026-08-03T02:10:00,T003,Central_Station,134,12.93,High
2026-08-03T02:15:00,T006,Central_Station,88,54.72,Low
2026-08-03T02:20:00,T006,Sydney_CBD,13,64.34,Low
2026-08-03T02:25:00,T004,Central_Station,56,37.16,Medium
2026-08-03T02:30:00,T006,Sydney_CBD,97,19.64,High
2026-08-03T02:35:00,T001,Sydney_CBD,99,12.77,High
2026-08-03T02:40:00,T006,Chatswood,12,68.95,Low
2026-08-03T02:45:00,T002,Chatswood,49,46.37,Low
2026-08-03T02:50:00,T003,Sydney_CBD,72,24.77,High
2026-08-03T02:55:00,T004,Parramatta,67,19.56,High
2026-08-03T03:00:00,T004,Sydney_CBD,97,32.78,Medium
2026-08-03T03:05:00,T005,Parramatta,122,13.66,High
2026-08-03T03:10:00,T005,Mascot,50,34.92,Medium
2026-08-03T03:15:00,T001,Parramatta,11,56.2,Low
2026-08-03T03:20:00,T004,Chatswood,145,51.48,Low
2026-08-03T03:25:00,T003,Central_Station,67,50.86,Low
2026-08-03T03:30:00,T001,Central_Station,84,42.93,Medium
2026-08-03T03:35:00,T004,Mascot,138,49.82,Low
2026-08-03T03:40:00,T002,Parramatta,143,15.18,High
2026-08-03T03:45:00,T010,Sydney_CBD,50,29.05,Medium
2026-08-03T03:50:00,T004,Central_Station,48,33.24,Medium
2026-08-03T03:55:00,T008,Sydney_CBD,23,38.15,Medium
2026-08-03T04:00:00,T002,Mascot,136,13.41,High
2026-08-03T04:05:00,T005,Mascot,37,22.0,High
2026-08-03T04:10:00,T004,Mascot,150,14.64,High
2026-08-03T04:15:00,T002,Chatswood,34,22.37,High
2026-08-03T04:20:00,T005,Parramatta,39,18.91,High
2026-08-03T04:25:00,T005,Central_Station,37,35.65,Medium
2026-08-03T04:30:00,T002,Sydney_CBD,24,61.78,Low
2026-08-03T04:35:00,T009,Mascot,30,19.93,High
2026-08-03T04:40:00,T003,Chatswood,100,48.74,Low
2026-08-03T04:45:00,T002,Central_Station,95,54.33,Low
2026-08-03T04:50:00,T009,Central_Station,108,65.85,Low
2026-08-03T04:55:00,T007,Parramatta,104,69.11,Low
2026-08-03T05:00:00,T003,Chatswood,74,27.86,Medium
2026-08-03T05:05:00,T009,Chatswood,28,57.56,Low
2026-08-03T05:10:00,T008,Parramatta,15,19.47,High
2026-08-03T05:15:00,T003,Mascot,134,38.78,Medium
2026-08-03T05:20:00,T004,Sydney_CBD,85,53.73,Low
2026-08-03T05:25:00,T010,Parramatta,105,17.18,High
2026-08-03T05:30:00,T006,Chatswood,62,39.37,Medium
2026-08-03T05:35:00,T008,Mascot,12,17.39,High
2026-08-03T05:40:00,T002,Parramatta,147,10.37,High
2026-08-03T05:45:00,T001,Parramatta,97,55.82,Low
2026-08-03T05:50:00,T007,Parramatta,129,63.22,Low
2026-08-03T05:55:00,T010,Central_Station,135,37.06,Medium
2026-08-03T06:00:00,T004,Parramatta,13,14.13,High
2026-08-03T06:05:00,T010,Chatswood,149,40.12,Medium
2026-08-03T06:10:00,T010,Central_Station,24,27.11,Medium
2026-08-03T06:15:00,T008,Sydney_CBD,123,65.24,Low
2026-08-03T06:20:00,T008,Central_Station,68,55.87,Low
2026-08-03T06:25:00,T006,Parramatta,103,31.91,Medium
2026-08-03T06:30:00,T003,Mascot,60,47.97,Low
2026-08-03T06:35:00,T003,Chatswood,10,21.87,High
2026-08-03T06:40:00,T008,Parramatta,16,15.22,High
2026-08-03T06:45:00,T008,Parramatta,49,12.26,High
2026-08-03T06:50:00,T008,Sydney_CBD,47,11.28,High
2026-08-03T06:55:00,T003,Central_Station,138,67.02,Low
2026-08-03T07:00:00,T006,Chatswood,144,65.2,Low
2026-08-03T07:05:00,T007,Parramatta,20,62.82,Low
2026-08-03T07:10:00,T009,Mascot,50,67.64,Low
2026-08-03T07:15:00,T008,Parramatta,39,36.12,Medium
2026-08-03T07:20:00,T007,Mascot,12,12.83,High
2026-08-03T07:25:00,T005,Central_Station,45,29.5,Medium
2026-08-03T07:30:00,T003,Central_Station,41,22.47,High
2026-08-03T07:35:00,T001,Parramatta,87,26.18,Medium
2026-08-03T07:40:00,T004,Sydney_CBD,123,16.42,High
2026-08-03T07:45:00,T007,Mascot,10,35.51,Medium
2026-08-03T07:50:00,T002,Sydney_CBD,141,27.01,Medium
2026-08-03T07:55:00,T003,Parramatta,148,55.04,Low
2026-08-03T08:00:00,T005,Parramatta,90,10.92,High
2026-08-03T08:05:00,T002,Central_Station,147,20.92,High
2026-08-03T08:10:00,T005,Central_Station,37,57.04,Low
2026-08-03T08:15:00,T004,Mascot,68,42.07,Medium
2026-08-03T08:20:00,T006,Mascot,74,53.81,Low
2026-08-03T08:25:00,T006,Mascot,139,36.02,Medium
2026-08-03T08:30:00,T008,Sydney_CBD,11,36.35,Medium
2026-08-03T08:35:00,T006,Parramatta,96,13.07,High
2026-08-03T08:40:00,T005,Central_Station,89,36.67,Medium
2026-08-03T08:45:00,T003,Chatswood,130,13.91,High
2026-08-03T08:50:00,T003,Sydney_CBD,54,34.37,Medium
2026-08-03T08:55:00,T002,Parramatta,107,39.36,Medium
2026-08-03T09:00:00,T002,Central_Station,14,48.47,Low
2026-08-03T09:05:00,T002,Mascot,56,40.94,Medium
2026-08-03T09:10:00,T005,Central_Station,31,12.99,High
2026-08-03T09:15:00,T005,Parramatta,134,26.78,Medium
2026-08-03T09:20:00,T003,Sydney_CBD,117,25.44,Medium
2026-08-03T09:25:00,T002,Sydney_CBD,91,47.6,Low
2026-08-03T09:30:00,T005,Sydney_CBD,111,61.46,Low
2026-08-03T09:35:00,T003,Sydney_CBD,32,25.5,Medium
2026-08-03T09:40:00,T009,Sydney_CBD,17,46.93,Low
2026-08-03T09:45:00,T003,Central_Station,63,18.66,High
2026-08-03T09:50:00,T009,Chatswood,118,10.26,High
2026-08-03T09:55:00,T006,Central_Station,39,47.03,Low
2026-08-03T10:00:00,T002,Parramatta,52,11.1,High
2026-08-03T10:05:00,T006,Chatswood,31,62.64,Low
2026-08-03T10:10:00,T004,Parramatta,123,11.45,High
2026-08-03T10:15:00,T005,Chatswood,150,19.29,High
2026-08-03T10:20:00,T009,Parramatta,51,39.83,Medium
2026-08-03T10:25:00,T007,Mascot,28,49.55,Low
2026-08-03T10:30:00,T005,Mascot,20,54.5,Low
2026-08-03T10:35:00,T005,Chatswood,14,25.71,Medium
2026-08-03T10:40:00,T004,Parramatta,129,46.92,Low
2026-08-03T10:45:00,T010,Central_Station,134,58.66,Low
2026-08-03T10:50:00,T003,Mascot,77,41.24,Medium
2026-08-03T10:55:00,T008,Sydney_CBD,79,35.47,Medium
2026-08-03T11:00:00,T009,Sydney_CBD,95,65.72,Low
2026-08-03T11:05:00,T007,Parramatta,12,14.13,High
2026-08-03T11:10:00,T002,Sydney_CBD,124,67.38,Low
2026-08-03T11:15:00,T003,Central_Station,125,66.21,Low
2026-08-03T11:20:00,T005,Parramatta,69,31.71,Medium
2026-08-03T11:25:00,T001,Central_Station,105,43.89,Medium
2026-08-03T11:30:00,T010,Sydney_CBD,53,39.11,Medium
2026-08-03T11:35:00,T006,Chatswood,57,41.98,Medium
2026-08-03T11:40:00,T009,Sydney_CBD,120,68.11,Low
2026-08-03T11:45:00,T006,Sydney_CBD,49,21.27,High
2026-08-03T11:50:00,T003,Parramatta,138,24.95,High
2026-08-03T11:55:00,T005,Sydney_CBD,113,63.54,Low
2026-08-03T12:00:00,T006,Sydney_CBD,88,10.55,High
2026-08-03T12:05:00,T002,Central_Station,46,16.76,High
2026-08-03T12:10:00,T009,Parramatta,39,60.44,Low
2026-08-03T12:15:00,T002,Central_Station,82,18.04,High
2026-08-03T12:20:00,T005,Mascot,42,54.8,Low
2026-08-03T12:25:00,T003,Central_Station,26,40.37,Medium
2026-08-03T12:30:00,T001,Parramatta,74,14.34,High
2026-08-03T12:35:00,T007,Chatswood,131,53.34,Low
2026-08-03T12:40:00,T002,Chatswood,77,14.71,High
2026-08-03T12:45:00,T009,Mascot,18,53.12,Low
2026-08-03T12:50:00,T009,Parramatta,133,24.26,High
2026-08-03T12:55:00,T007,Central_Station,120,19.73,High
2026-08-03T13:00:00,T008,Central_Station,131,57.13,Low
2026-08-03T13:05:00,T006,Mascot,110,19.48,High
2026-08-03T13:10:00,T004,Central_Station,103,33.96,Medium
2026-08-03T13:15:00,T009,Parramatta,76,42.64,Medium
2026-08-03T13:20:00,T003,Chatswood,146,32.14,Medium
2026-08-03T13:25:00,T007,Sydney_CBD,18,55.42,Low
2026-08-03T13:30:00,T006,Chatswood,54,35.93,Medium
2026-08-03T13:35:00,T004,Central_Station,148,29.74,Medium
2026-08-03T13:40:00,T010,Parramatta,101,45.51,Low
2026-08-03T13:45:00,T001,Chatswood,22,28.01,Medium
2026-08-03T13:50:00,T009,Parramatta,146,61.9,Low
2026-08-03T13:55:00,T002,Sydney_CBD,129,33.22,Medium
2026-08-03T14:00:00,T008,Chatswood,132,28.95,Medium
2026-08-03T14:05:00,T003,Mascot,145,62.92,Low
2026-08-03T14:10:00,T009,Mascot,40,43.93,Medium
2026-08-03T14:15:00,T003,Central_Station,130,14.83,High
2026-08-03T14:20:00,T007,Parramatta,53,66.59,Low
2026-08-03T14:25:00,T001,Central_Station,33,24.35,High
2026-08-03T14:30:00,T010,Parramatta,62,54.35,Low
2026-08-03T14:35:00,T009,Mascot,123,22.41,High
2026-08-03T14:40:00,T004,Central_Station,60,54.27,Low
2026-08-03T14:45:00,T007,Central_Station,20,34.61,Medium
2026-08-03T14:50:00,T007,Mascot,124,18.36,High
2026-08-03T14:55:00,T006,Central_Station,73,30.7,Medium
2026-08-03T15:00:00,T008,Chatswood,120,54.97,Low
2026-08-03T15:05:00,T001,Mascot,11,43.64,Medium
2026-08-03T15:10:00,T006,Parramatta,139,12.59,High
2026-08-03T15:15:00,T009,Chatswood,86,19.93,High
2026-08-03T15:20:00,T004,Mascot,132,39.25,Medium
2026-08-03T15:25:00,T001,Mascot,130,62.4,Low
2026-08-03T15:30:00,T009,Central_Station,12,53.14,Low
2026-08-03T15:35:00,T002,Central_Station,40,19.26,High
2026-08-03T15:40:00,T010,Mascot,45,27.71,Medium
2026-08-03T15:45:00,T005,Chatswood,45,31.9,Medium
2026-08-03T15:50:00,T009,Chatswood,88,31.09,Medium
2026-08-03T15:55:00,T009,Mascot,125,20.92,High
2026-08-03T16:00:00,T004,Mascot,57,65.14,Low
2026-08-03T16:05:00,T009,Chatswood,40,22.46,High
2026-08-03T16:10:00,T002,Central_Station,52,54.4,Low
2026-08-03T16:15:00,T007,Sydney_CBD,143,51.0,Low
2026-08-03T16:20:00,T008,Parramatta,71,37.51,Medium
2026-08-03T16:25:00,T009,Parramatta,123,53.43,Low
2026-08-03T16:30:00,T010,Mascot,79,63.55,Low
2026-08-03T16:35:00,T010,Parramatta,137,67.04,Low
2026-08-03T16:40:00,T007,Central_Station,115,15.79,High
2026-08-03T16:45:00,T001,Parramatta,65,34.48,Medium
2026-08-03T16:50:00,T005,Mascot,11,63.8,Low
2026-08-03T16:55:00,T005,Parramatta,52,41.78,Medium
2026-08-03T17:00:00,T002,Sydney_CBD,149,40.03,Medium
2026-08-03T17:05:00,T008,Parramatta,90,27.37,Medium
2026-08-03T17:10:00,T008,Central_Station,101,39.04,Medium
2026-08-03T17:15:00,T006,Mascot,39,21.03,High
2026-08-03T17:20:00,T002,Central_Station,122,34.67,Medium
2026-08-03T17:25:00,T010,Parramatta,10,54.11,Low
2026-08-03T17:30:00,T005,Mascot,41,25.53,Medium
2026-08-03T17:35:00,T008,Parramatta,21,55.65,Low
2026-08-03T17:40:00,T006,Parramatta,59,65.74,Low
2026-08-03T17:45:00,T002,Sydney_CBD,34,57.14,Low
2026-08-03T17:50:00,T004,Mascot,56,19.89,High
2026-08-03T17:55:00,T001,Mascot,91,55.26,Low
2026-08-03T18:00:00,T003,Chatswood,135,12.83,High
2026-08-03T18:05:00,T002,Mascot,97,40.89,Medium
2026-08-03T18:10:00,T004,Parramatta,67,30.4,Medium
2026-08-03T18:15:00,T003,Parramatta,150,59.13,Low
2026-08-03T18:20:00,T003,Chatswood,37,11.45,High
2026-08-03T18:25:00,T009,Central_Station,53,46.49,Low
2026-08-03T18:30:00,T002,Parramatta,75,27.24,Medium
2026-08-03T18:35:00,T010,Parramatta,134,55.77,Low
2026-08-03T18:40:00,T001,Mascot,15,55.78,Low
2026-08-03T18:45:00,T002,Sydney_CBD,68,36.49,Medium
2026-08-03T18:50:00,T003,Central_Station,59,39.42,Medium
2026-08-03T18:55:00,T008,Chatswood,100,62.73,Low
2026-08-03T19:00:00,T009,Parramatta,55,29.29,Medium
2026-08-03T19:05:00,T003,Chatswood,116,60.84,Low
2026-08-03T19:10:00,T010,Chatswood,124,69.94,Low
2026-08-03T19:15:00,T010,Central_Station,100,26.29,Medium
2026-08-03T19:20:00,T001,Mascot,123,18.99,High
2026-08-03T19:25:00,T005,Mascot,67,23.45,High
2026-08-03T19:30:00,T006,Sydney_CBD,118,39.6,Medium
2026-08-03T19:35:00,T006,Chatswood,26,28.95,Medium
2026-08-03T19:40:00,T006,Chatswood,98,56.96,Low
2026-08-03T19:45:00,T006,Chatswood,38,48.21,Low
2026-08-03T19:50:00,T002,Parramatta,80,23.27,High
2026-08-03T19:55:00,T009,Chatswood,111,62.48,Low
2026-08-03T20:00:00,T005,Central_Station,52,28.59,Medium
2026-08-03T20:05:00,T001,Sydney_CBD,14,53.15,Low
2026-08-03T20:10:00,T007,Mascot,104,49.84,Low
2026-08-03T20:15:00,T008,Parramatta,139,64.14,Low
2026-08-03T20:20:00,T008,Parramatta,124,17.61,High
2026-08-03T20:25:00,T009,Parramatta,73,67.21,Low
2026-08-03T20:30:00,T002,Sydney_CBD,110,59.74,Low
2026-08-03T20:35:00,T010,Chatswood,41,56.51,Low
2026-08-03T20:40:00,T002,Sydney_CBD,143,59.05,Low
2026-08-03T20:45:00,T010,Sydney_CBD,109,61.79,Low
2026-08-03T20:50:00,T007,Mascot,97,37.57,Medium
2026-08-03T20:55:00,T009,Mascot,141,48.8,Low
2026-08-03T21:00:00,T004,Central_Station,41,49.38,Low
2026-08-03T21:05:00,T008,Chatswood,134,44.75,Medium
2026-08-03T21:10:00,T003,Central_Station,129,23.45,High
2026-08-03T21:15:00,T003,Sydney_CBD,130,20.89,High
2026-08-03T21:20:00,T002,Parramatta,51,13.08,High
2026-08-03T21:25:00,T007,Parramatta,82,38.35,Medium
2026-08-03T21:30:00,T001,Mascot,95,17.99,High
2026-08-03T21:35:00,T006,Chatswood,83,18.92,High
2026-08-03T21:40:00,T005,Parramatta,138,37.55,Medium
2026-08-03T21:45:00,T005,Parramatta,87,13.45,High
2026-08-03T21:50:00,T009,Parramatta,23,27.65,Medium
2026-08-03T21:55:00,T003,Chatswood,75,50.42,Low
2026-08-03T22:00:00,T005,Chatswood,13,29.98,Medium
2026-08-03T22:05:00,T005,Central_Station,102,60.53,Low
2026-08-03T22:10:00,T006,Central_Station,96,54.93,Low
2026-08-03T22:15:00,T005,Parramatta,76,62.93,Low
2026-08-03T22:20:00,T006,Mascot,58,40.53,Medium
2026-08-03T22:25:00,T009,Mascot,24,21.83,High
2026-08-03T22:30:00,T005,Sydney_CBD,68,17.83,High
2026-08-03T22:35:00,T003,Parramatta,84,22.06,High
2026-08-03T22:40:00,T009,Sydney_CBD,29,41.3,Medium
2026-08-03T22:45:00,T006,Mascot,139,15.05,High
2026-08-03T22:50:00,T007,Mascot,20,41.58,Medium
2026-08-03T22:55:00,T008,Mascot,30,15.02,High
2026-08-03T23:00:00,T009,Mascot,112,12.14,High
2026-08-03T23:05:00,T001,Central_Station,120,62.45,Low
2026-08-03T23:10:00,T006,Sydney_CBD,83,27.76,Medium
2026-08-03T23:15:00,T001,Parramatta,21,18.73,High
2026-08-03T23:20:00,T001,Sydney_CBD,34,14.2,High
2026-08-03T23:25:00,T008,Central_Station,112,56.99,Low
2026-08-03T23:30:00,T010,Central_Station,136,35.77,Medium
2026-08-03T23:35:00,T005,Central_Station,145,45.84,Low
2026-08-03T23:40:00,T007,Chatswood,44,58.16,Low
2026-08-03T23:45:00,T001,Chatswood,81,56.48,Low
2026-08-03T23:50:00,T001,Central_Station,71,60.44,Low
2026-08-03T23:55:00,T006,Parramatta,19,23.78,High
2026-08-04T00:00:00,T005,Parramatta,142,50.84,Low
2026-08-04T00:05:00,T004,Sydney_CBD,93,14.5,High
2026-08-04T00:10:00,T010,Chatswood,62,19.72,High
2026-08-04T00:15:00,T007,Sydney_CBD,55,40.41,Medium
2026-08-04T00:20:00,T005,Parramatta,28,15.2,High
2026-08-04T00:25:00,T003,Central_Station,108,15.24,High
2026-08-04T00:30:00,T006,Sydney_CBD,90,68.85,Low
2026-08-04T00:35:00,T010,Chatswood,58,50.29,Low
2026-08-04T00:40:00,T010,Parramatta,72,17.51,High
2026-08-04T00:45:00,T002,Sydney_CBD,128,29.7,Medium
2026-08-04T00:50:00,T004,Central_Station,102,20.65,High
2026-08-04T00:55:00,T003,Parramatta,57,65.32,Low
2026-08-04T01:00:00,T010,Mascot,10,35.28,Medium
2026-08-04T01:05:00,T008,Mascot,93,64.09,Low
2026-08-04T01:10:00,T007,Mascot,57,32.03,Medium
2026-08-04T01:15:00,T002,Sydney_CBD,78,46.11,Low
2026-08-04T01:20:00,T001,Parramatta,89,11.95,High
2026-08-04T01:25:00,T007,Parramatta,126,66.28,Low
2026-08-04T01:30:00,T001,Chatswood,55,69.29,Low
2026-08-04T01:35:00,T003,Mascot,126,33.95,Medium
2026-08-04T01:40:00,T004,Sydney_CBD,72,44.25,Medium
2026-08-04T01:45:00,T006,Sydney_CBD,70,57.46,Low
2026-08-04T01:50:00,T002,Chatswood,112,59.88,Low
